"","cells","Class","n","coords.x1","coords.x2","ID","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir"
"190","28285","Seagrasses",8,115.304587044444,-33.5815981477778,190,-18,0.0836382284760475,0.0836382284760475,338.325531005859,338.325531005859,0.25,0.25,1,64
"191","28286","Unconsolidated",3,115.305405566667,-33.5804,191,-18,0.080633744597435,0.080633744597435,309.987152099609,309.987152099609,0,0.25,2,32
"192","28307","Seagrasses",12,115.359470833333,-33.58100139,192,-13,0.103632993996143,0.103632993996143,5.08888754974322e-14,5.08888754974322e-14,-0.375,0.375,1,64
"193","28308","Seagrasses",3,115.3604611,-33.5822111133333,193,-13,0.103632993996143,0.103632993996143,5.08888754974322e-14,5.08888754974322e-14,-0.375,0.375,1,16
"194","28453","Seagrasses",7,115.112261914286,-33.5838595228571,194,-15,0.398133873939514,0.398133873939514,44.2907371520996,44.2907371520996,-1.5,1.5,5,128
"195","28454","Seagrasses",1,115.1127833,-33.5832,195,-15,0.203663378953934,0.203663378953934,27.066987991333,27.066987991333,-0.5,0.75,4,128
"196","28482","Seagrasses",4,115.184254771429,-33.5837119042857,196,-21,0.279688805341721,0.279688805341721,326.479278564453,326.479278564453,0.125,1.125,3,16
"197","28494","Unconsolidated",2,115.213425,-33.583541665,197,-21,0.133173480629921,0.133173480629921,13.4126100540161,13.4126100540161,-0.25,0.5,2,128
"198","28530","Seagrasses",8,115.30335332,-33.583713334,198,-18,0.103632993996143,0.103632993996143,1.01777750994864e-13,1.01777750994864e-13,-0.375,0.375,1,16
"199","28553","Seagrasses",21,115.361719038095,-33.5838619052381,199,-12,0.103632993996143,0.103632993996143,360,360,0.375,0.375,1,64
"200","28697","Seagrasses",1,115.1100167,-33.5868,200,-10,1.01564788818359,1.01564788818359,52.2545394897461,52.2545394897461,-0.75,3.25,13,1
"201","28698","Seagrasses",10,115.11077501,-33.585853332,201,-12,0.679518222808838,0.679518222808838,46.665111541748,46.665111541748,0.125,2.375,8,1
"202","28727","Seagrasses",7,115.18324167,-33.586171666,202,-20,0.299678444862366,0.299678444862366,341.985961914062,341.985961914062,-0.25,1,4,32
"203","28739","Seagrasses",3,115.214858325,-33.586729165,203,-20,0.286658078432083,0.286658078432083,353.8134765625,353.8134765625,-0.25,1,3,64
"204","28774","Unconsolidated",6,115.302066672727,-33.5860666663636,204,-17,0.207265317440033,0.207265317440033,2.54444377487161e-14,2.54444377487161e-14,0,0.75,2,64
"205","28798","Seagrasses",2,115.3624917,-33.585,205,-12,0.103632993996143,0.103632993996143,360,360,-0.375,0.375,1,1
"206","28799","Seagrasses",15,115.363586666667,-33.5863388893333,206,-12,0.103632993996143,0.103632993996143,360,360,-0.375,0.375,1,64
"207","28941","Unconsolidated",5,115.10701332,-33.589433334,207,-2,NA,NA,NA,NA,NA,NA,9,1
"208","28942","Seagrasses",3,115.108737525,-33.5879458325,208,-7,1.0373946428299,1.0373946428299,63.2890625,63.2890625,-0.125,3.375,11,1
"209","28971","Seagrasses",10,115.182005,-33.589095001,209,-19,0.358051419258118,0.358051419258118,316.350982666016,316.350982666016,0.25,1.25,5,16
"210","28984","Seagrasses",1,115.2150667,-33.58745,210,-18,0.316976130008698,0.316976130008698,348.759857177734,348.759857177734,0.5,1.25,3,16
"211","28985","Seagrasses",4,115.21544585,-33.5885208325,211,-18,0.310896277427673,0.310896277427673,0,0,0.375,1.125,3,64
"212","29018","Seagrasses",1,115.2997833,-33.58973333,212,-16,0.133173897862434,0.133173897862434,346.586639404297,346.586639404297,0.25,0.5,2,64
"213","29019","Seagrasses",6,115.300712118182,-33.5882318181818,213,-16,0.18396969139576,0.18396969139576,350.332855224609,350.332855224609,0.125,0.625,2,64
"214","29044","Seagrasses",4,115.364666675,-33.5878625,214,-11,0.103632993996143,0.103632993996143,0,0,0.375,0.375,1,64
"215","29045","Seagrasses",10,115.365605,-33.589418333,215,-11,0.0836392194032669,0.0836392194032669,338.323822021484,338.323822021484,0.25,0.25,1,64
"216","29186","Unconsolidated",2,115.10621665,-33.590016665,216,-1,NA,NA,NA,NA,NA,NA,6,1
"217","29216","Seagrasses",14,115.181534521429,-33.5908095235714,217,-18,0.252086192369461,0.252086192369461,300.922210693359,300.922210693359,0.25,0.75,3,16
"218","29230","Seagrasses",5,115.216138883333,-33.591094445,218,-17,0.207265317440033,0.207265317440033,2.54444377487161e-14,2.54444377487161e-14,0,0.75,2,64
"219","29263","Seagrasses",9,115.298779633333,-33.5910388888889,219,-16,0.120654538273811,0.120654538273811,329.195861816406,329.195861816406,-0.5,0.5,1,32
"220","29290","Seagrasses",18,115.366531578947,-33.5912157889474,220,-11,9.93923349559222e-17,9.93923349559222e-17,90,90,0,0,0,32
"221","29461","Turf.algae",7,115.1815564,-33.5936076907692,221,-18,0.212370082736015,0.212370082736015,299.207977294922,299.207977294922,-0.5,0.75,3,32
"222","29475","Seagrasses",5,115.2164541625,-33.593339585,222,-16,0.183969989418983,0.183969989418983,350.332305908203,350.332305908203,0.125,0.625,2,64
"223","29507","Seagrasses",9,115.296752561538,-33.5936128215385,223,-15,0.207265317440033,0.207265317440033,360,360,0,0.75,2,64
"224","29535","Seagrasses",3,115.36755,-33.59272222,224,-11,0.103632993996143,0.103632993996143,1.01777750994864e-13,1.01777750994864e-13,-0.375,0.375,1,128
"225","29536","Seagrasses",9,115.36846001,-33.594081667,225,-11,0.103632993996143,0.103632993996143,1.01777750994864e-13,1.01777750994864e-13,-0.375,0.375,1,64
"226","29705","Seagrasses",1,115.1798833,-33.59725,226,-18,0.238230317831039,0.238230317831039,319.576019287109,319.576019287109,-0.625,0.875,4,32
"227","29706","Seagrasses",12,115.181460246154,-33.5956641023077,227,-17,0.358066260814667,0.358066260814667,316.348480224609,316.348480224609,-0.375,1.125,4,16
"228","29720","Seagrasses",10,115.216065,-33.596545002,228,-15,0.0806419774889946,0.0806419774889946,309.982238769531,309.982238769531,0.625,0.625,1,16
"229","29751","Seagrasses",7,115.294419042857,-33.5967666657143,229,-14,0.120656371116638,0.120656371116638,329.194396972656,329.194396972656,0.5,0.5,1,16
"230","29752","Seagrasses",4,115.295483333333,-33.59547778,230,-14,0.103632993996143,0.103632993996143,5.08888754974322e-14,5.08888754974322e-14,0.375,0.375,1,64
"231","29781","Seagrasses",10,115.3697111,-33.5962208325,231,-10,0.207265317440033,0.207265317440033,1.2722218874358e-14,1.2722218874358e-14,0,0.75,2,64
"232","29782","Seagrasses",2,115.37015,-33.597225,232,-10,0.207265317440033,0.207265317440033,1.2722218874358e-14,1.2722218874358e-14,0,0.75,2,64
"233","29949","Seagrasses",3,115.177308325,-33.5996333325,233,-17,0.235211238265038,0.235211238265038,352.452026367188,352.452026367188,-0.125,0.875,3,64
"234","29950","Seagrasses",7,115.178649985714,-33.5983309528571,234,-17,0.357759714126587,0.357759714126587,322.805572509766,322.805572509766,-0.75,1.25,4,64
"235","29965","Seagrasses",18,115.21671166,-33.598499999,235,-16,0.103632993996143,0.103632993996143,5.08888754974322e-14,5.08888754974322e-14,-1.125,1.125,2,32
"236","29995","Seagrasses",4,115.2918375,-33.599429165,236,-14,0.120657287538052,0.120657287538052,329.193664550781,329.193664550781,0.125,0.375,2,64
"237","29996","Seagrasses",8,115.293451855556,-33.5981574077778,237,-14,0.120657287538052,0.120657287538052,329.193664550781,329.193664550781,-0.125,0.375,2,32
"238","30027","Seagrasses",12,115.371108969231,-33.5986807692308,238,-9,0.103632993996143,0.103632993996143,0,0,0.375,0.375,1,64
"239","30191","Seagrasses",4,115.16890415,-33.6023083325,239,-15,0.198591992259026,0.198591992259026,38.4864044189453,38.4864044189453,-0.5,0.75,3,128
"240","30192","Seagrasses",4,115.171125,-33.60185,240,-15,0.241315335035324,0.241315335035324,30.8070507049561,30.8070507049561,0.125,0.875,3,1
"241","30193","Seagrasses",5,115.17411666,-33.601266666,241,-16,0.299683451652527,0.299683451652527,18.0169696807861,18.0169696807861,-0.625,1.125,3,64
"242","30194","Seagrasses",6,115.175830566667,-33.6005444433333,242,-16,0.34932541847229,0.34932541847229,344.612609863281,344.612609863281,-0.625,1.375,4,64
"243","30210","Seagrasses",10,115.21697,-33.601083332,243,-14,0.266348421573639,0.266348421573639,13.4152336120605,13.4152336120605,0.25,1,3,1
"244","30239","Turf.algae",6,115.290056063636,-33.6017575763636,244,-14,0.103632993996143,0.103632993996143,1.01777750994864e-13,1.01777750994864e-13,-0.375,0.375,1,128
"245","30240","Turf.algae",18,115.290631532432,-33.60141081,245,-14,0.120658203959465,0.120658203959465,329.192962646484,329.192962646484,-0.5,0.5,1,16
"246","30272","Seagrasses",4,115.3722125,-33.600175,246,-9,0,0,90,90,0,0,0,8
"247","30273","Seagrasses",3,115.3726333,-33.60048333,247,-9,0.0403223820030689,0.0403223820030689,50.0193901062012,50.0193901062012,0.125,0.125,1,128
"248","30435","Seagrasses",9,115.166981488889,-33.6035277766667,248,-13,0.198594227433205,0.198594227433205,38.4872169494629,38.4872169494629,0.5,0.75,3,1
"249","30436","Seagrasses",1,115.1683167,-33.60258333,249,-14,0.203673154115677,0.203673154115677,27.0723705291748,27.0723705291748,-0.25,0.75,2,64
"250","30454","Other",1,115.21465,-33.604,250,-13,0.133175134658813,0.133175134658813,346.584381103516,346.584381103516,0.25,0.5,2,64
"251","30455","Seagrasses",13,115.215872456522,-33.6035282604348,251,-13,0.207265317440033,0.207265317440033,6.3611096912889e-14,6.3611096912889e-14,0.25,0.75,3,128
"252","30484","Seagrasses",11,115.289680166667,-33.6035611109524,252,-13,0.103632993996143,0.103632993996143,7.63333149402141e-14,7.63333149402141e-14,0.375,0.375,1,64
"253","30679","Seagrasses",4,115.16487002,-33.606543334,253,-12,0.21628201007843,0.21628201007843,16.602502822876,16.602502822876,0.125,0.875,2,1
"254","30680","Seagrasses",8,115.1655520875,-33.60569375,254,-13,0.250923186540604,0.250923186540604,21.6801643371582,21.6801643371582,-0.75,1,3,128
"255","30700","Seagrasses",14,115.215736666667,-33.6060444453333,255,-12,0.120660044252872,0.120660044252872,329.191497802734,329.191497802734,0.5,0.5,1,16
"256","30729","Seagrasses",23,115.288599995652,-33.6062442034783,256,-13,0.0403237529098988,0.0403237529098988,50.0210227966309,50.0210227966309,-0.125,0.125,1,64
"257","30923","Seagrasses",2,115.162355566667,-33.6094333333333,257,-11,0.286658942699432,0.286658942699432,6.18812990188599,6.18812990188599,-0.25,1,3,64
"258","30924","Seagrasses",6,115.163183328571,-33.6090166657143,258,-11,0.266349673271179,0.266349673271179,13.4163579940796,13.4163579940796,0,1,4,128
"259","30945","Seagrasses",7,115.21595415,-33.60924375,259,-12,0.133175551891327,0.133175551891327,346.583648681641,346.583648681641,-0.25,0.5,2,32
"260","30973","Seagrasses",12,115.287063891667,-33.6091041675,260,-12,0.120660960674286,0.120660960674286,30.8092441558838,30.8092441558838,0.5,0.5,1,1
"261","30974","Seagrasses",8,115.2877562375,-33.60803541625,261,-13,0.120660960674286,0.120660960674286,30.8092441558838,30.8092441558838,-0.5,0.5,1,128
"262","31168","Seagrasses",20,115.161410835,-33.611211666,262,-9,0.216283038258553,0.216283038258553,16.6034126281738,16.6034126281738,0.875,0.875,2,1
"263","31190","Seagrasses",9,115.216066675,-33.611180555,263,-11,0.103632993996143,0.103632993996143,0,0,0.375,0.375,1,64
"264","31217","Seagrasses",2,115.28503335,-33.61234167,264,-12,4.96961674779611e-17,4.96961674779611e-17,270,270,0,0,0,128
"265","31218","Seagrasses",13,115.285814107692,-33.6111666661538,265,-12,0.0403251275420189,0.0403251275420189,50.0226593017578,50.0226593017578,0.125,0.125,1,128
"266","31412","Seagrasses",5,115.15975998,-33.614326664,266,-9,0.24132451415062,0.24132451415062,30.8107051849365,30.8107051849365,-0.875,0.875,3,128
"267","31413","Seagrasses",6,115.16055,-33.6130722233333,267,-9,0.167284697294235,0.167284697294235,21.6818752288818,21.6818752288818,-0.375,0.625,3,128
"268","31435","Seagrasses",18,115.215889822222,-33.6137833327778,268,-11,0.103632993996143,0.103632993996143,2.54444377487161e-14,2.54444377487161e-14,-0.375,0.375,1,64
"269","31462","Seagrasses",16,115.2841083375,-33.613705209375,269,-12,0.103632993996143,0.103632993996143,0,0,-0.375,0.375,1,64
"270","31656","Seagrasses",1,115.1572833,-33.61725,270,-6,0.334567874670029,0.334567874670029,21.682445526123,21.682445526123,0.75,1.25,4,1
"271","31657","Seagrasses",7,115.158074088889,-33.6164370377778,271,-7,0.357786238193512,0.357786238193512,37.2000274658203,37.2000274658203,0.25,1.25,4,1
"272","31680","Seagrasses",13,115.215730769231,-33.61614359,272,-10,0.183971345424652,0.183971345424652,9.67016315460205,9.67016315460205,0.125,0.625,2,64
"273","31706","Seagrasses",4,115.282433325,-33.6172875,273,-11,0.103632993996143,0.103632993996143,2.54444377487161e-14,2.54444377487161e-14,0.375,0.375,1,64
"274","31707","Seagrasses",16,115.283234375,-33.615753125,274,-11,0.103632993996143,0.103632993996143,2.54444377487161e-14,2.54444377487161e-14,0.375,0.375,1,64
"275","31900","Seagrasses",3,115.154705533333,-33.61963889,275,-5,0.183971494436264,0.183971494436264,9.67043781280518,9.67043781280518,0.125,0.625,2,64
"276","31901","Seagrasses",12,115.156094441667,-33.6183333333333,276,-5,0.201635137200356,0.201635137200356,50.0251159667969,50.0251159667969,0.625,0.875,3,1
"277","31925","Seagrasses",12,115.215847233333,-33.6186680558333,277,-9,0.203680500388145,0.203680500388145,27.0764102935791,27.0764102935791,0.25,0.75,2,1
"278","31951","Seagrasses",11,115.281821218182,-33.61850303,278,-11,0.103632993996143,0.103632993996143,7.63333149402141e-14,7.63333149402141e-14,-0.375,0.375,1,64
"279","32144","Seagrasses",2,115.15226665,-33.622125,279,-4,0.286659419536591,0.286659419536591,6.18902063369751,6.18902063369751,-0.25,1,3,64
"280","32145","Seagrasses",3,115.154027766667,-33.6203666633333,280,-4,0.241330027580261,0.241330027580261,30.8128986358643,30.8128986358643,0.125,0.875,3,1
"281","32170","Seagrasses",15,115.215817773333,-33.621122222,281,-8,0.1593007594347,0.1593007594347,35.5916709899902,35.5916709899902,0.625,0.625,2,1
"282","32195","Seagrasses",5,115.27967668,-33.621796668,282,-10,0.207265317440033,0.207265317440033,1.2722218874358e-14,1.2722218874358e-14,0,0.75,2,64
"283","32196","Seagrasses",5,115.280480566667,-33.620583335,283,-10,0.183971658349037,0.183971658349037,9.67071342468262,9.67071342468262,0.125,0.625,2,64
"284","32388","Seagrasses",3,115.149805533333,-33.62481111,284,-2,0.310896277427673,0.310896277427673,360,360,0.375,1.125,3,64
"285","32389","Seagrasses",8,115.1509979125,-33.6236666675,285,-2,0.299690932035446,0.299690932035446,18.0213680267334,18.0213680267334,0.625,1.125,3,1
"286","32415","Seagrasses",11,115.215737872727,-33.6231984845455,286,-8,0.120666466653347,0.120666466653347,30.8136310577393,30.8136310577393,-0.125,0.375,2,128
"287","32439","Seagrasses",6,115.277271428571,-33.6244452385714,287,-9,0.133176803588867,0.133176803588867,346.581390380859,346.581390380859,0.25,0.5,2,64
"288","32440","Seagrasses",13,115.278450007692,-33.6231858976923,288,-9,0.183971807360649,0.183971807360649,350.329010009766,350.329010009766,0.125,0.625,2,64
"289","32633","Seagrasses",2,115.149016666667,-33.6254944433333,289,-1,NA,NA,NA,NA,NA,NA,1,64
"290","32660","Seagrasses",14,115.215482135714,-33.6261726192857,290,-7,0.120667390525341,0.120667390525341,30.8143615722656,30.8143615722656,0.5,0.5,1,1
"291","32683","Seagrasses",3,115.2745625,-33.6270958325,291,-9,0.040329247713089,0.040329247713089,309.972442626953,309.972442626953,-0.125,0.125,1,128
"292","32684","Seagrasses",10,115.27599999,-33.625798333,292,-9,0.120987586677074,0.120987586677074,309.972442626953,309.972442626953,-0.375,0.375,1,64
"293","32904","Seagrasses",3,115.215027766667,-33.62958889,293,-7,0.103632993996143,0.103632993996143,5.08888754974322e-14,5.08888754974322e-14,-0.375,0.375,1,64
"294","32905","Seagrasses",8,115.2153041625,-33.6284645825,294,-7,0.120668306946754,0.120668306946754,30.8150939941406,30.8150939941406,-0.125,0.375,2,128
"295","32927","Seagrasses",6,115.272272216667,-33.629594445,295,-9,0.103632993996143,0.103632993996143,0,0,-0.375,0.375,1,128
"296","32928","Seagrasses",8,115.27354166,-33.628326669,296,-9,0.120668306946754,0.120668306946754,329.184906005859,329.184906005859,-0.5,0.5,1,128
"297","33149","Seagrasses",10,115.2146394,-33.6312500009091,297,-6,0.133177429437637,0.133177429437637,13.419734954834,13.419734954834,0.25,0.5,2,64
"298","33171","Seagrasses",3,115.2699111,-33.6321111133333,298,-8,0.120669223368168,0.120669223368168,329.184173583984,329.184173583984,0.5,0.5,1,16
"299","33172","Seagrasses",16,115.27107186875,-33.63089374875,299,-8,0.103632993996143,0.103632993996143,0,0,0.375,0.375,1,64
"300","33394","Seagrasses",12,115.214435892308,-33.6340576930769,300,-6,0.161324843764305,0.161324843764305,50.0300254821777,50.0300254821777,-0.5,0.5,2,128
"301","33415","Seagrasses",1,115.26755,-33.63488333,301,-8,0.16729000210762,0.16729000210762,21.6864414215088,21.6864414215088,-0.375,0.625,2,64
"302","33416","Seagrasses",11,115.268466672727,-33.63386818,302,-8,0.133177638053894,0.133177638053894,346.579895019531,346.579895019531,-0.25,0.5,2,32
"303","33639","Seagrasses",8,115.214238888889,-33.6361166655556,303,-5,0.238276824355125,0.238276824355125,40.4370994567871,40.4370994567871,-0.125,0.875,2,1
"304","33660","Seagrasses",11,115.266666681818,-33.6362742427273,304,-7,0.183972552418709,0.183972552418709,9.67236518859863,9.67236518859863,-0.125,0.625,2,64
"305","33884","Seagrasses",11,115.213992427273,-33.6388621218182,305,-4,0.120671980082989,0.120671980082989,30.8180198669434,30.8180198669434,0.375,0.375,2,128
"306","33904","Seagrasses",3,115.264525,-33.639275,306,-6,0.287071943283081,0.287071943283081,25.5121936798096,25.5121936798096,-0.5,1,3,64
"307","33905","Seagrasses",4,115.26549165,-33.6379,307,-6,0.235213115811348,0.235213115811348,7.55142974853516,7.55142974853516,-0.125,0.875,3,64
"308","34129","Seagrasses",13,115.213669230769,-33.6408730769231,308,-4,0.0836461707949638,0.0836461707949638,21.6881561279297,21.6881561279297,-0.25,0.25,1,128
"309","34148","Seagrasses",4,115.262108325,-33.6419291675,309,-4,0.207265317440033,0.207265317440033,360,360,0.25,0.75,3,128
"310","34149","Seagrasses",6,115.263427783333,-33.6407444433333,310,-4,0.287073493003845,0.287073493003845,25.5128402709961,25.5128402709961,0.5,1,3,1
"311","34373","Seagrasses",3,115.2123611,-33.6444333333333,311,-3,0.120673820376396,0.120673820376396,30.8194847106934,30.8194847106934,0.125,0.375,2,64
"312","34374","Seagrasses",6,115.213047216667,-33.643330555,312,-3,0.120673820376396,0.120673820376396,30.8194847106934,30.8194847106934,0.5,0.5,1,1
"313","34392","Seagrasses",2,115.25990835,-33.6443,313,-4,0.121002025902271,0.121002025902271,309.966705322266,309.966705322266,-0.375,0.375,1,128
"314","34393","Seagrasses",5,115.2607104,-33.64330000125,314,-3,0.159314855933189,0.159314855933189,324.401245117188,324.401245117188,0.375,0.625,2,16
"315","34618","Seagrasses",12,115.211891666667,-33.6460208325,315,-3,0.159316420555115,0.159316420555115,35.5995407104492,35.5995407104492,-0.625,0.625,2,128
"316","34636","Seagrasses",3,115.257458333333,-33.6469583333333,316,-4,0.12067474424839,0.12067474424839,329.179779052734,329.179779052734,-0.5,0.5,1,32
"317","34637","Seagrasses",9,115.258585177778,-33.6457777766667,317,-3,0.121004089713097,0.121004089713097,309.965881347656,309.965881347656,0.375,0.375,1,16
"318","34863","Seagrasses",4,115.211495825,-33.6478166675,318,-2,NA,NA,NA,NA,NA,NA,2,64
"319","34881","Seagrasses",10,115.25658,-33.64881,319,-3,0.167293980717659,0.167293980717659,338.310119628906,338.310119628906,0,0.5,2,64
"320","35126","Seagrasses",10,115.25633,-33.651220001,320,-2,0.216291233897209,0.216291233897209,343.389312744141,343.389312744141,0.125,0.875,2,16
"321","35371","Seagrasses",5,115.256658333333,-33.6529833333333,321,-1,NA,NA,NA,NA,NA,NA,2,32
